Sku,"System SKU",Size,Name,"Parent Sku",Cost,Rccp,Category,barcode,brand,"Selling Status","Promo Price","Extra Cost","Stock Status","Is Active",Channels,,,,
PW1-66300055,,,"Gold Embellished Slingback Sandals",,9000.00,9000.00,Nike,'',pedro,"Not Moving",,0.00,Slow,1,pedro,,,,
PW1-66300055_Black_35,PW1-66300055,35,"Gold Embellished Slingback Sandals",PW1-66300055,9000.00,9000.00,Nike,'1003637801025',pedro,"Not Moving",,0.00,Slow,1,pedro,,,,
PW1-66300055_Black_36,PW1-66300055,36,"Gold Embellished Slingback Sandals",PW1-66300055,9000.00,9000.00,Nike,'1003637801032',pedro,"Not Moving",,0.00,Slow,1,pedro,,,,
PW1-66300055_Black_37,PW1-66300055,37,"Gold Embellished Slingback Sandals",PW1-66300055,9000.00,9000.00,Nike,'1003637801049',pedro,"Not Moving",,0.00,Slow,1,pedro,,,,
PW1-66300055_Black_38,PW1-66300055,38,"Gold Embellished Slingback Sandals",PW1-66300055,9000.00,9000.00,Nike,'1003637801056',pedro,"Not Moving",,0.00,Slow,1,pedro,,,,
PW1-66300055_Black_39,PW1-66300055,39,"Gold Embellished Slingback Sandals",PW1-66300055,9000.00,9000.00,Nike,'1003637801063',pedro,"Not Moving",,0.00,Slow,1,pedro,,,,
PW1-66300055_Black_40,PW1-66300055,40,"Gold Embellished Slingback Sandals",PW1-66300055,9000.00,9000.00,Nike,'1003637801070',pedro,"Not Moving",,0.00,Slow,1,pedro,,,,
PW1-66300055_Black_41,PW1-66300055,41,"Gold Embellished Slingback Sandals",PW1-66300055,9000.00,9000.00,Nike,'1003637801087',pedro,"Not Moving",,0.00,Slow,1,pedro,,,,
PW1-66300055_White_35,PW1-66300055,35,"Gold Embellished Slingback Sandals",PW1-66300055,9000.00,9000.00,Nike,'1003637803029',pedro,"Not Moving",,0.00,Slow,1,pedro,,,,
PW1-66300055_White_36,PW1-66300055,36,"Gold Embellished Slingback Sandals",PW1-66300055,9000.00,9000.00,Nike,'1003637803036',pedro,"Not Moving",,0.00,Slow,1,pedro,,,,
PW1-66300055_White_37,PW1-66300055,37,"Gold Embellished Slingback Sandals",PW1-66300055,9000.00,9000.00,Nike,'1003637803043',pedro,"Not Moving",,0.00,Slow,1,pedro,,,,
PW1-66300055_White_38,PW1-66300055,38,"Gold Embellished Slingback Sandals",PW1-66300055,9000.00,9000.00,Nike,'1003637803050',pedro,"Not Moving",,0.00,Slow,1,pedro,,,,
PW1-66300055_White_39,PW1-66300055,39,"Gold Embellished Slingback Sandals",PW1-66300055,9000.00,9000.00,Nike,'1003637803067',pedro,"Not Moving",,0.00,Slow,1,pedro,,,,
PW1-66300055_White_40,PW1-66300055,40,"Gold Embellished Slingback Sandals",PW1-66300055,9000.00,9000.00,Nike,'1003637803074',pedro,"Not Moving",,0.00,Slow,1,pedro,,,,
PW1-66300055_White_41,PW1-66300055,41,"Gold Embellished Slingback Sandals",PW1-66300055,9000.00,9000.00,Nike,'1003637803081',pedro,"Not Moving",,0.00,Slow,1,pedro,,,,
PW1-66300056,,,"Patent Mules",,8000.00,8000.00,Nike,'',pedro,"Not Moving",,0.00,Slow,1,pedro,,,,
PW1-66300056_Black_35,PW1-66300056,35,"Patent Mules",PW1-66300056,8000.00,8000.00,Nike,'1003638201022',pedro,"Not Moving",,0.00,Slow,1,pedro,,,,
PW1-66300056_Black_36,PW1-66300056,36,"Patent Mules",PW1-66300056,8000.00,8000.00,Nike,'1003638201039',pedro,"Not Moving",,0.00,Slow,1,pedro,,,,
PW1-66300056_Black_37,PW1-66300056,37,"Patent Mules",PW1-66300056,8000.00,8000.00,Nike,'1003638201046',pedro,"Not Moving",,0.00,Slow,1,pedro,,,,
PW1-66300056_Black_38,PW1-66300056,38,"Patent Mules",PW1-66300056,8000.00,8000.00,Nike,'1003638201053',pedro,"Not Moving",,0.00,Slow,1,pedro,,,,
PW1-66300056_Black_39,PW1-66300056,39,"Patent Mules",PW1-66300056,8000.00,8000.00,Nike,'1003638201060',pedro,"Not Moving",,0.00,Slow,1,pedro,,,,
PW1-66300056_Black_40,PW1-66300056,40,"Patent Mules",PW1-66300056,8000.00,8000.00,Nike,'1003638201077',pedro,"Not Moving",,0.00,Slow,1,pedro,,,,
PW1-66300056_Black_41,PW1-66300056,41,"Patent Mules",PW1-66300056,8000.00,8000.00,Nike,'1003638201084',pedro,"Not Moving",,0.00,Slow,1,pedro,,,,
"PW1-66300056_Rose Gold_35",PW1-66300056,35,"Patent Mules",PW1-66300056,8000.00,8000.00,Nike,'1003638257029',pedro,"Not Moving",,0.00,Slow,1,pedro,,,,
"PW1-66300056_Rose Gold_36",PW1-66300056,36,"Patent Mules",PW1-66300056,8000.00,8000.00,Nike,'1003638257036',pedro,"Not Moving",,0.00,Slow,1,pedro,,,,
"PW1-66300056_Rose Gold_37",PW1-66300056,37,"Patent Mules",PW1-66300056,8000.00,8000.00,Nike,'1003638257043',pedro,"Not Moving",,0.00,Slow,1,pedro,,,,
"PW1-66300056_Rose Gold_38",PW1-66300056,38,"Patent Mules",PW1-66300056,8000.00,8000.00,Nike,'1003638257050',pedro,"Not Moving",,0.00,Slow,1,pedro,,,,
"PW1-66300056_Rose Gold_39",PW1-66300056,39,"Patent Mules",PW1-66300056,8000.00,8000.00,Nike,'1003638257067',pedro,"Not Moving",,0.00,Slow,1,pedro,,,,
"PW1-66300056_Rose Gold_40",PW1-66300056,40,"Patent Mules",PW1-66300056,8000.00,8000.00,Nike,'1003638257074',pedro,"Not Moving",,0.00,Slow,1,pedro,,,,
"PW1-66300056_Rose Gold_41",PW1-66300056,41,"Patent Mules",PW1-66300056,8000.00,8000.00,Nike,'1003638257081',pedro,"Not Moving",,0.00,Slow,1,pedro,,,,
PW1-66300059-1,,,"Gold Knot Detailed Mesh Mules",,9000.00,9000.00,Nike,'',pedro,"Not Moving",,0.00,Slow,1,pedro,,,,
PW1-66300059-1_Black_35,PW1-66300059-1,35,"Gold Knot Detailed Mesh Mules",PW1-66300059-1,9000.00,9000.00,Nike,'1003675101026',pedro,"Not Moving",,0.00,Slow,1,pedro,,,,
PW1-66300059-1_Black_36,PW1-66300059-1,36,"Gold Knot Detailed Mesh Mules",PW1-66300059-1,9000.00,9000.00,Nike,'1003675101033',pedro,"Not Moving",,0.00,Slow,1,pedro,,,,
PW1-66300059-1_Black_37,PW1-66300059-1,37,"Gold Knot Detailed Mesh Mules",PW1-66300059-1,9000.00,9000.00,Nike,'1003675101040',pedro,"Not Moving",,0.00,Slow,1,pedro,,,,
PW1-66300059-1_Black_38,PW1-66300059-1,38,"Gold Knot Detailed Mesh Mules",PW1-66300059-1,9000.00,9000.00,Nike,'1003675101057',pedro,"Not Moving",,0.00,Slow,1,pedro,,,,
PW1-66300059-1_Black_39,PW1-66300059-1,39,"Gold Knot Detailed Mesh Mules",PW1-66300059-1,9000.00,9000.00,Nike,'1003675101064',pedro,"Not Moving",,0.00,Slow,1,pedro,,,,
PW1-66300059-1_Black_40,PW1-66300059-1,40,"Gold Knot Detailed Mesh Mules",PW1-66300059-1,9000.00,9000.00,Nike,'1003675101071',pedro,"Not Moving",,0.00,Slow,1,pedro,,,,
PW1-66300059-1_Black_41,PW1-66300059-1,41,"Gold Knot Detailed Mesh Mules",PW1-66300059-1,9000.00,9000.00,Nike,'1003675101088',pedro,"Not Moving",,0.00,Slow,1,pedro,,,,
PW1-66300059-1_White_35,PW1-66300059-1,35,"Gold Knot Detailed Mesh Mules",PW1-66300059-1,9000.00,9000.00,Nike,'1003675103020',pedro,"Not Moving",,0.00,Slow,1,pedro,,,,
PW1-66300059-1_White_36,PW1-66300059-1,36,"Gold Knot Detailed Mesh Mules",PW1-66300059-1,9000.00,9000.00,Nike,'1003675103037',pedro,"Not Moving",,0.00,Slow,1,pedro,,,,
PW1-66300059-1_White_37,PW1-66300059-1,37,"Gold Knot Detailed Mesh Mules",PW1-66300059-1,9000.00,9000.00,Nike,'1003675103044',pedro,"Not Moving",,0.00,Slow,1,pedro,,,,
PW1-66300059-1_White_38,PW1-66300059-1,38,"Gold Knot Detailed Mesh Mules",PW1-66300059-1,9000.00,9000.00,Nike,'1003675103051',pedro,"Not Moving",,0.00,Slow,1,pedro,,,,
PW1-66300059-1_White_39,PW1-66300059-1,39,"Gold Knot Detailed Mesh Mules",PW1-66300059-1,9000.00,9000.00,Nike,'1003675103068',pedro,"Not Moving",,0.00,Slow,1,pedro,,,,
PW1-66300059-1_White_40,PW1-66300059-1,40,"Gold Knot Detailed Mesh Mules",PW1-66300059-1,9000.00,9000.00,Nike,'1003675103075',pedro,"Not Moving",,0.00,Slow,1,pedro,,,,
PW1-66300059-1_White_41,PW1-66300059-1,41,"Gold Knot Detailed Mesh Mules",PW1-66300059-1,9000.00,9000.00,Nike,'1003675103082',pedro,"Not Moving",,0.00,Slow,1,pedro,,,,
PW1-66300060,,,"Slingback Pumps",,9500.00,9500.00,Nike,'',pedro,"Not Moving",,0.00,Slow,1,pedro,,,,
PW1-66300060_Black_35,PW1-66300060,35,"Slingback Pumps",PW1-66300060,9500.00,9500.00,Nike,'1003771101029',pedro,"Not Moving",,0.00,Slow,1,pedro,,,,
PW1-66300060_Black_36,PW1-66300060,36,"Slingback Pumps",PW1-66300060,9500.00,9500.00,Nike,'1003771101036',pedro,"Not Moving",,0.00,Slow,1,pedro,,,,
PW1-66300060_Black_37,PW1-66300060,37,"Slingback Pumps",PW1-66300060,9500.00,9500.00,Nike,'1003771101043',pedro,"Not Moving",,0.00,Slow,1,pedro,,,,
PW1-66300060_Black_38,PW1-66300060,38,"Slingback Pumps",PW1-66300060,9500.00,9500.00,Nike,'1003771101050',pedro,"Not Moving",,0.00,Slow,1,pedro,,,,
PW1-66300060_Black_39,PW1-66300060,39,"Slingback Pumps",PW1-66300060,9500.00,9500.00,Nike,'1003771101067',pedro,"Not Moving",,0.00,Slow,1,pedro,,,,
PW1-66300060_Black_40,PW1-66300060,40,"Slingback Pumps",PW1-66300060,9500.00,9500.00,Nike,'1003771101074',pedro,"Not Moving",,0.00,Slow,1,pedro,,,,
PW1-66300060_Black_41,PW1-66300060,41,"Slingback Pumps",PW1-66300060,9500.00,9500.00,Nike,'1003771101081',pedro,"Not Moving",,0.00,Slow,1,pedro,,,,
PW1-66300060_Cream_35,PW1-66300060,35,"Slingback Pumps",PW1-66300060,9500.00,9500.00,Nike,'1003771109025',pedro,"Not Moving",,0.00,Slow,1,pedro,,,,
PW1-66300060_Cream_36,PW1-66300060,36,"Slingback Pumps",PW1-66300060,9500.00,9500.00,Nike,'1003771109032',pedro,"Not Moving",,0.00,Slow,1,pedro,,,,
PW1-66300060_Cream_37,PW1-66300060,37,"Slingback Pumps",PW1-66300060,9500.00,9500.00,Nike,'1003771109049',pedro,"Not Moving",,0.00,Slow,1,pedro,,,,
PW1-66300060_Cream_38,PW1-66300060,38,"Slingback Pumps",PW1-66300060,9500.00,9500.00,Nike,'1003771109056',pedro,"Not Moving",,0.00,Slow,1,pedro,,,,
PW1-66300060_Cream_39,PW1-66300060,39,"Slingback Pumps",PW1-66300060,9500.00,9500.00,Nike,'1003771109063',pedro,"Not Moving",,0.00,Slow,1,pedro,,,,
PW1-66300060_Cream_40,PW1-66300060,40,"Slingback Pumps",PW1-66300060,9500.00,9500.00,Nike,'1003771109070',pedro,"Not Moving",,0.00,Slow,1,pedro,,,,
PW1-66300060_Cream_41,PW1-66300060,41,"Slingback Pumps",PW1-66300060,9500.00,9500.00,Nike,'1003771109087',pedro,"Not Moving",,0.00,Slow,1,pedro,,,,
PW1-66300063,,,"Plaque-Embellished Slides",,8000.00,8000.00,Nike,'',pedro,"Not Moving",,0.00,Slow,1,pedro,,,,
PW1-66300063_Black_35,PW1-66300063,35,"Plaque-Embellished Slides",PW1-66300063,8000.00,8000.00,Nike,'1003870101029',pedro,"Not Moving",,0.00,Slow,1,pedro,,,,
PW1-66300063_Black_36,PW1-66300063,36,"Plaque-Embellished Slides",PW1-66300063,8000.00,8000.00,Nike,'1003870101036',pedro,"Not Moving",,0.00,Slow,1,pedro,,,,
PW1-66300063_Black_37,PW1-66300063,37,"Plaque-Embellished Slides",PW1-66300063,8000.00,8000.00,Nike,'1003870101043',pedro,"Not Moving",,0.00,Slow,1,pedro,,,,
PW1-66300063_Black_38,PW1-66300063,38,"Plaque-Embellished Slides",PW1-66300063,8000.00,8000.00,Nike,'1003870101050',pedro,"Not Moving",,0.00,Slow,1,pedro,,,,
PW1-66300063_Black_39,PW1-66300063,39,"Plaque-Embellished Slides",PW1-66300063,8000.00,8000.00,Nike,'1003870101067',pedro,"Not Moving",,0.00,Slow,1,pedro,,,,
PW1-66300063_Black_40,PW1-66300063,40,"Plaque-Embellished Slides",PW1-66300063,8000.00,8000.00,Nike,'1003870101074',pedro,"Not Moving",,0.00,Slow,1,pedro,,,,
PW1-66300063_Black_41,PW1-66300063,41,"Plaque-Embellished Slides",PW1-66300063,8000.00,8000.00,Nike,'1003870101081',pedro,"Not Moving",,0.00,Slow,1,pedro,,,,
PW1-66300063_Chalk_35,PW1-66300063,35,"Plaque-Embellished Slides",PW1-66300063,8000.00,8000.00,Nike,'1003870141025',pedro,"Not Moving",,0.00,Slow,1,pedro,,,,
PW1-66300063_Chalk_36,PW1-66300063,36,"Plaque-Embellished Slides",PW1-66300063,8000.00,8000.00,Nike,'1003870141032',pedro,"Not Moving",,0.00,Slow,1,pedro,,,,
PW1-66300063_Chalk_37,PW1-66300063,37,"Plaque-Embellished Slides",PW1-66300063,8000.00,8000.00,Nike,'1003870141049',pedro,"Not Moving",,0.00,Slow,1,pedro,,,,
PW1-66300063_Chalk_38,PW1-66300063,38,"Plaque-Embellished Slides",PW1-66300063,8000.00,8000.00,Nike,'1003870141056',pedro,"Not Moving",,0.00,Slow,1,pedro,,,,
PW1-66300063_Chalk_39,PW1-66300063,39,"Plaque-Embellished Slides",PW1-66300063,8000.00,8000.00,Nike,'1003870141063',pedro,"Not Moving",,0.00,Slow,1,pedro,,,,
PW1-66300063_Chalk_40,PW1-66300063,40,"Plaque-Embellished Slides",PW1-66300063,8000.00,8000.00,Nike,'1003870141070',pedro,"Not Moving",,0.00,Slow,1,pedro,,,,
PW1-66300063_Chalk_41,PW1-66300063,41,"Plaque-Embellished Slides",PW1-66300063,8000.00,8000.00,Nike,'1003870141087',pedro,"Not Moving",,0.00,Slow,1,pedro,,,,
PW1-66480030,,,"Ring Buckle Paneled Sandals",,8000.00,8000.00,Nike,'',pedro,"Not Moving",,0.00,Slow,1,pedro,,,,
PW1-66480030_Black_35,PW1-66480030,35,"Ring Buckle Paneled Sandals",PW1-66480030,8000.00,8000.00,Nike,'1003640201027',pedro,"Not Moving",,0.00,Slow,1,pedro,,,,
PW1-66480030_Black_36,PW1-66480030,36,"Ring Buckle Paneled Sandals",PW1-66480030,8000.00,8000.00,Nike,'1003640201034',pedro,"Not Moving",,0.00,Slow,1,pedro,,,,
PW1-66480030_Black_37,PW1-66480030,37,"Ring Buckle Paneled Sandals",PW1-66480030,8000.00,8000.00,Nike,'1003640201041',pedro,"Not Moving",,0.00,Slow,1,pedro,,,,
PW1-66480030_Black_38,PW1-66480030,38,"Ring Buckle Paneled Sandals",PW1-66480030,8000.00,8000.00,Nike,'1003640201058',pedro,"Not Moving",,0.00,Slow,1,pedro,,,,
PW1-66480030_Black_39,PW1-66480030,39,"Ring Buckle Paneled Sandals",PW1-66480030,8000.00,8000.00,Nike,'1003640201065',pedro,"Not Moving",,0.00,Slow,1,pedro,,,,
PW1-66480030_Black_40,PW1-66480030,40,"Ring Buckle Paneled Sandals",PW1-66480030,8000.00,8000.00,Nike,'1003640201072',pedro,"Not Moving",,0.00,Slow,1,pedro,,,,
PW1-66480030_Black_41,PW1-66480030,41,"Ring Buckle Paneled Sandals",PW1-66480030,8000.00,8000.00,Nike,'1003640201089',pedro,"Not Moving",,0.00,Slow,1,pedro,,,,
PW1-66480030_Red_35,PW1-66480030,35,"Ring Buckle Paneled Sandals",PW1-66480030,8000.00,8000.00,Nike,'1003640208026',pedro,"Not Moving",,0.00,Slow,1,pedro,,,,
PW1-66480030_Red_36,PW1-66480030,36,"Ring Buckle Paneled Sandals",PW1-66480030,8000.00,8000.00,Nike,'1003640208033',pedro,"Not Moving",,0.00,Slow,1,pedro,,,,
PW1-66480030_Red_37,PW1-66480030,37,"Ring Buckle Paneled Sandals",PW1-66480030,8000.00,8000.00,Nike,'1003640208040',pedro,"Not Moving",,0.00,Slow,1,pedro,,,,
PW1-66480030_Red_38,PW1-66480030,38,"Ring Buckle Paneled Sandals",PW1-66480030,8000.00,8000.00,Nike,'1003640208057',pedro,"Not Moving",,0.00,Slow,1,pedro,,,,
PW1-66480030_Red_39,PW1-66480030,39,"Ring Buckle Paneled Sandals",PW1-66480030,8000.00,8000.00,Nike,'1003640208064',pedro,"Not Moving",,0.00,Slow,1,pedro,,,,
PW1-66480030_Red_40,PW1-66480030,40,"Ring Buckle Paneled Sandals",PW1-66480030,8000.00,8000.00,Nike,'1003640208071',pedro,"Not Moving",,0.00,Slow,1,pedro,,,,
PW1-66480030_Red_41,PW1-66480030,41,"Ring Buckle Paneled Sandals",PW1-66480030,8000.00,8000.00,Nike,'1003640208088',pedro,"Not Moving",,0.00,Slow,1,pedro,,,,
PW1-66480030_White_35,PW1-66480030,35,"Ring Buckle Paneled Sandals",PW1-66480030,8000.00,8000.00,Nike,'1003640203021',pedro,"Not Moving",,0.00,Slow,1,pedro,,,,
PW1-66480030_White_36,PW1-66480030,36,"Ring Buckle Paneled Sandals",PW1-66480030,8000.00,8000.00,Nike,'1003640203038',pedro,"Not Moving",,0.00,Slow,1,pedro,,,,
PW1-66480030_White_37,PW1-66480030,37,"Ring Buckle Paneled Sandals",PW1-66480030,8000.00,8000.00,Nike,'1003640203045',pedro,"Not Moving",,0.00,Slow,1,pedro,,,,
PW1-66480030_White_38,PW1-66480030,38,"Ring Buckle Paneled Sandals",PW1-66480030,8000.00,8000.00,Nike,'1003640203052',pedro,"Not Moving",,0.00,Slow,1,pedro,,,,
PW1-66480030_White_39,PW1-66480030,39,"Ring Buckle Paneled Sandals",PW1-66480030,8000.00,8000.00,Nike,'1003640203069',pedro,"Not Moving",,0.00,Slow,1,pedro,,,,
PW1-66480030_White_40,PW1-66480030,40,"Ring Buckle Paneled Sandals",PW1-66480030,8000.00,8000.00,Nike,'1003640203076',pedro,"Not Moving",,0.00,Slow,1,pedro,,,,
PW1-66480030_White_41,PW1-66480030,41,"Ring Buckle Paneled Sandals",PW1-66480030,8000.00,8000.00,Nike,'1003640203083',pedro,"Not Moving",,0.00,Slow,1,pedro,,,,
PW1-66480044,,,"Suede Leather Ballerina Flats",,15000.00,15000.00,Nike,'',pedro,"Not Moving",,0.00,Slow,1,pedro,,,,
PW1-66480044_Black_35,PW1-66480044,35,"Suede Leather Ballerina Flats",PW1-66480044,15000.00,15000.00,Nike,'1003871801027',pedro,"Not Moving",,0.00,Slow,1,pedro,,,,
PW1-66480044_Black_36,PW1-66480044,36,"Suede Leather Ballerina Flats",PW1-66480044,15000.00,15000.00,Nike,'1003871801034',pedro,"Not Moving",,0.00,Slow,1,pedro,,,,
PW1-66480044_Black_37,PW1-66480044,37,"Suede Leather Ballerina Flats",PW1-66480044,15000.00,15000.00,Nike,'1003871801041',pedro,"Not Moving",,0.00,Slow,1,pedro,,,,
PW1-66480044_Black_38,PW1-66480044,38,"Suede Leather Ballerina Flats",PW1-66480044,15000.00,15000.00,Nike,'1003871801058',pedro,"Not Moving",,0.00,Slow,1,pedro,,,,
PW1-66480044_Black_39,PW1-66480044,39,"Suede Leather Ballerina Flats",PW1-66480044,15000.00,15000.00,Nike,'1003871801065',pedro,"Not Moving",,0.00,Slow,1,pedro,,,,
PW1-66480044_Black_40,PW1-66480044,40,"Suede Leather Ballerina Flats",PW1-66480044,15000.00,15000.00,Nike,'1003871801072',pedro,"Not Moving",,0.00,Slow,1,pedro,,,,
PW1-66480044_Black_41,PW1-66480044,41,"Suede Leather Ballerina Flats",PW1-66480044,15000.00,15000.00,Nike,'1003871801089',pedro,"Not Moving",,0.00,Slow,1,pedro,,,,
PW1-66480044_Taupe_35,PW1-66480044,35,"Suede Leather Ballerina Flats",PW1-66480044,15000.00,15000.00,Nike,'1003871814027',pedro,"Not Moving",,0.00,Slow,1,pedro,,,,
PW1-66480044_Taupe_36,PW1-66480044,36,"Suede Leather Ballerina Flats",PW1-66480044,15000.00,15000.00,Nike,'1003871814034',pedro,"Not Moving",,0.00,Slow,1,pedro,,,,
PW1-66480044_Taupe_37,PW1-66480044,37,"Suede Leather Ballerina Flats",PW1-66480044,15000.00,15000.00,Nike,'1003871814041',pedro,"Not Moving",,0.00,Slow,1,pedro,,,,
PW1-66480044_Taupe_38,PW1-66480044,38,"Suede Leather Ballerina Flats",PW1-66480044,15000.00,15000.00,Nike,'1003871814058',pedro,"Not Moving",,0.00,Slow,1,pedro,,,,
PW1-66480044_Taupe_39,PW1-66480044,39,"Suede Leather Ballerina Flats",PW1-66480044,15000.00,15000.00,Nike,'1003871814065',pedro,"Not Moving",,0.00,Slow,1,pedro,,,,
PW1-66480044_Taupe_40,PW1-66480044,40,"Suede Leather Ballerina Flats",PW1-66480044,15000.00,15000.00,Nike,'1003871814072',pedro,"Not Moving",,0.00,Slow,1,pedro,,,,
PW1-66480044_Taupe_41,PW1-66480044,41,"Suede Leather Ballerina Flats",PW1-66480044,15000.00,15000.00,Nike,'1003871814089',pedro,"Not Moving",,0.00,Slow,1,pedro,,,,
PW1-66630002-1,,,"Velvet Bow Glitter Mules",,10000.00,10000.00,Nike,'',pedro,"Not Moving",,0.00,Slow,1,pedro,,,,
PW1-66630002-1_Silver_36,PW1-66630002-1,36,"Velvet Bow Glitter Mules",PW1-66630002-1,10000.00,10000.00,Nike,'1003536607032',pedro,"Not Moving",,0.00,Slow,1,pedro,,,,
PW1-66630002-1_Silver_37,PW1-66630002-1,37,"Velvet Bow Glitter Mules",PW1-66630002-1,10000.00,10000.00,Nike,'1003536607049',pedro,"Not Moving",,0.00,Slow,1,pedro,,,,
PW1-66630002-1_Silver_38,PW1-66630002-1,38,"Velvet Bow Glitter Mules",PW1-66630002-1,10000.00,10000.00,Nike,'1003536607056',pedro,"Not Moving",,0.00,Slow,1,pedro,,,,
PW1-66630002-1_Silver_39,PW1-66630002-1,39,"Velvet Bow Glitter Mules",PW1-66630002-1,10000.00,10000.00,Nike,'1003536607063',pedro,"Not Moving",,0.00,Slow,1,pedro,,,,
PW1-66630002-1_Silver_40,PW1-66630002-1,40,"Velvet Bow Glitter Mules",PW1-66630002-1,10000.00,10000.00,Nike,'1003536607070',pedro,"Not Moving",,0.00,Slow,1,pedro,,,,
PW1-66680001,,,"Sustainable Sliders",,8500.00,8500.00,Nike,'',pedro,"Not Moving",,0.00,Slow,1,"pedro , pedro",,,,
PW1-66680001_Chalk_35,PW1-66680001,35,"Sustainable Sliders",PW1-66680001,8500.00,8500.00,Nike,'1003974741022',pedro,"Not Moving",,0.00,Slow,1,pedro,,,,
PW1-66680001_Chalk_36,PW1-66680001,36,"Sustainable Sliders",PW1-66680001,8500.00,8500.00,Nike,'1003974741039',pedro,"Not Moving",,0.00,Slow,1,pedro,,,,
PW1-66680001_Chalk_37,PW1-66680001,37,"Sustainable Sliders",PW1-66680001,8500.00,8500.00,Nike,'1003974741046',pedro,"Not Moving",,0.00,Slow,1,pedro,,,,
PW1-66680001_Chalk_38,PW1-66680001,38,"Sustainable Sliders",PW1-66680001,8500.00,8500.00,Nike,'1003974741053',pedro,"Not Moving",,0.00,Slow,1,pedro,,,,
PW1-66680001_Chalk_39,PW1-66680001,39,"Sustainable Sliders",PW1-66680001,8500.00,8500.00,Nike,'1003974741060',pedro,"Not Moving",,0.00,Slow,1,pedro,,,,
PW1-66680001_Chalk_40,PW1-66680001,40,"Sustainable Sliders",PW1-66680001,8500.00,8500.00,Nike,'1003974741077',pedro,"Not Moving",,0.00,Slow,1,pedro,,,,
PW1-66680001_Chalk_41,PW1-66680001,41,"Sustainable Sliders",PW1-66680001,8500.00,8500.00,Nike,'1003974741084',pedro,"Not Moving",,0.00,Slow,1,pedro,,,,
PW1-66680001_Navy_35,PW1-66680001,35,"Sustainable Sliders",PW1-66680001,8500.00,8500.00,Nike,'1003974710028',pedro,"Not Moving",,0.00,Slow,1,pedro,,,,
PW1-66680001_Navy_36,PW1-66680001,36,"Sustainable Sliders",PW1-66680001,8500.00,8500.00,Nike,'1003974710035',pedro,"Not Moving",,0.00,Slow,1,pedro,,,,
PW1-66680001_Navy_37,PW1-66680001,37,"Sustainable Sliders",PW1-66680001,8500.00,8500.00,Nike,'1003974710042',pedro,"Not Moving",,0.00,Slow,1,pedro,,,,
PW1-66680001_Navy_38,PW1-66680001,38,"Sustainable Sliders",PW1-66680001,8500.00,8500.00,Nike,'1003974710059',pedro,"Not Moving",,0.00,Slow,1,pedro,,,,
PW1-66680001_Navy_39,PW1-66680001,39,"Sustainable Sliders",PW1-66680001,8500.00,8500.00,Nike,'1003974710066',pedro,"Not Moving",,0.00,Slow,1,pedro,,,,
PW1-66680001_Navy_40,PW1-66680001,40,"Sustainable Sliders",PW1-66680001,8500.00,8500.00,Nike,'1003974710073',pedro,"Not Moving",,0.00,Slow,1,pedro,,,,
PW1-66680001_Navy_41,PW1-66680001,41,"Sustainable Sliders",PW1-66680001,8500.00,8500.00,Nike,'1003974710080',pedro,"Not Moving",,0.00,Slow,1,pedro,,,,
PW2-15060009-1,,,"Woven Bucket Bag",,12500.00,12500.00,Nike,'',pedro,"Not Moving",,0.00,Slow,1,pedro,,,,
PW2-15060009-1_Black_S,PW2-15060009-1,S,"Woven Bucket Bag",PW2-15060009-1,12500.00,12500.00,Nike,'1003776701200',pedro,"Not Moving",,0.00,Slow,1,pedro,,,,
PW2-15060009-1_Multi_S,PW2-15060009-1,S,"Woven Bucket Bag",PW2-15060009-1,12500.00,12500.00,Nike,'1003776724209',pedro,"Not Moving",,0.00,Slow,1,pedro,,,,
PW2-15210010,,,"Drawstring Bucket Bag",,12000.00,12000.00,Nike,'',pedro,"Not Moving",,0.00,Slow,1,pedro,,,,
PW2-15210010_Black_XS,PW2-15210010,XS,"Drawstring Bucket Bag",PW2-15210010,12000.00,12000.00,Nike,'1003675601328',pedro,"Not Moving",,0.00,Slow,1,pedro,,,,
PW2-15210010_Peach_XS,PW2-15210010,XS,"Drawstring Bucket Bag",PW2-15210010,12000.00,12000.00,Nike,'1003675620329',pedro,"Not Moving",,0.00,Slow,1,pedro,,,,
PW2-16610002,,,"Tassel Drawstring Mini Bucket Bag",,9000.00,9000.00,Nike,'',pedro,"Not Moving",,0.00,Slow,1,pedro,,,,
PW2-16610002_Black_XS,PW2-16610002,XS,"Tassel Drawstring Mini Bucket Bag",PW2-16610002,9000.00,9000.00,Nike,'1003527301321',pedro,"Not Moving",,0.00,Slow,1,pedro,,,,
PW2-16610002_Navy_XS,PW2-16610002,XS,"Tassel Drawstring Mini Bucket Bag",PW2-16610002,9000.00,9000.00,Nike,'1003527310323',pedro,"Not Moving",,0.00,Slow,1,pedro,,,,
"PW2-16610002_Rose Gold_XS",PW2-16610002,XS,"Tassel Drawstring Mini Bucket Bag",PW2-16610002,9000.00,9000.00,Nike,'1003527357328',pedro,"Not Moving",,0.00,Slow,1,pedro,,,,
PW2-25060003,,,"Long Clutch with Gem Tassel",,12000.00,12000.00,Nike,'',pedro,"Not Moving",,0.00,Slow,1,pedro,,,,
PW2-25060003_Black_S,PW2-25060003,S,"Long Clutch with Gem Tassel",PW2-25060003,12000.00,12000.00,Nike,'1003527401205',pedro,"Not Moving",,0.00,Slow,1,pedro,,,,
